,County,Population,State,mergedkeycol,Housing Data.Residing in Group Quarters,Housing Data.Total Housing Units,Vehicle Access.1 Mile,Vehicle Access.1/2 Mile,Vehicle Access.10 Miles,Vehicle Access.20 Miles,Low Access Numbers.Children.1 Mile,Low Access Numbers.Children.1/2 Mile,Low Access Numbers.Children.10 Miles,Low Access Numbers.Children.20 Miles,Low Access Numbers.Low Income People.1 Mile,Low Access Numbers.Low Income People.1/2 Mile,Low Access Numbers.Low Income People.10 Miles,Low Access Numbers.Low Income People.20 Miles,Low Access Numbers.People.1 Mile,Low Access Numbers.People.1/2 Mile,Low Access Numbers.People.10 Miles,Low Access Numbers.People.20 Miles,Low Access Numbers.Seniors.1 Mile,Low Access Numbers.Seniors.1/2 Mile,Low Access Numbers.Seniors.10 Miles,Low Access Numbers.Seniors.20 Miles,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Employment.Nonemployer Establishments,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,Ethnicities.White Alone	 not Hispanic or Latino,Housing.Homeownership Rate,Housing.Households,Housing.Housing Units,Housing.Median Value of Owner-Occupied Units,Housing.Persons per Household,Income.Median Houseold Income,Income.Per Capita Income,Miscellaneous.Foreign Born,Miscellaneous.Land Area,Miscellaneous.Language Other than English at Home,Miscellaneous.Living in Same House +1 Years,Miscellaneous.Manufacturers Shipments,Miscellaneous.Mean Travel Time to Work,Miscellaneous.Percent Female,Miscellaneous.Veterans,Population.2020 Population,Population.2010 Population,Population.Population per Square Mile,Sales.Accommodation and Food Services Sales,Sales.Retail Sales,Employment.Firms.Total,Employment.Firms.Women-Owned,Employment.Firms.Men-Owned,Employment.Firms.Minority-Owned,Employment.Firms.Nonminority-Owned,Employment.Firms.Veteran-Owned,Employment.Firms.Nonveteran-Owned
659,monroecounty,32957,il,monroecountyil,343,12589,290,407,0.0,0,6484,7537,26,0,3726,4280,35,0,25992.0,30356,139,0,3307,4046.0,18,0,18.4,22.0,5.7,35.0,96.0,2284.0,0.3,0.6,0.4,1.6,0.0,1.0,97.7,96.2,83.4,13586.0,14454.0,211300.0,2.5,85747,42152,1.9,385.01,3.1,91.7,740163.0,29.6,50.2,2237.0,34962,32957,85.6,43049.0,481696.0,2793,903,1386,87.0,2635,187,2476
660,montgomerycounty,30104,il,montgomerycountyil,2419,11652,328,601,5.0,0,3977,5622,175,0,6575,9426,309,0,19940.0,26958,729,0,3273,4633.0,125,0,20.6,20.1,5.2,16.7,87.7,1520.0,0.3,0.5,3.5,1.9,0.0,1.0,94.7,93.0,76.4,11522.0,13136.0,84100.0,2.24,52748,26609,1.2,703.69,2.0,86.9,313611.0,25.0,47.6,2202.0,28288,30104,42.8,37325.0,432502.0,1942,584,1060,59.0,1801,217,1605
661,morgancounty,35547,il,morgancountyil,3064,14104,425,782,7.0,0,4592,6891,1278,0,6558,10404,1673,0,20766.0,30905,5327,0,3431,5049.0,844,0,20.2,19.0,5.1,19.3,90.9,1839.0,0.4,0.8,6.9,2.7,0.1,1.9,89.9,87.8,68.5,13719.0,15461.0,110100.0,2.25,51437,26755,1.9,568.79,4.1,82.0,740163.0,20.4,49.4,2363.0,32915,35547,62.5,63744.0,454455.0,2523,572,1595,72.0,2290,344,1968
662,moultriecounty,14846,il,moultriecountyil,395,5758,419,478,7.0,0,2574,3138,31,0,2355,3281,62,0,9834.0,12310,176,0,1578,2105.0,42,0,19.4,25.3,6.4,18.6,84.7,1052.0,0.3,0.3,0.8,1.7,0.0,1.1,97.5,96.0,77.6,5959.0,6569.0,107400.0,2.4,61456,29538,1.0,335.94,11.1,88.9,533365.0,23.3,51.2,905.0,14526,14846,44.2,44746.0,109372.0,1220,384,678,0.0,1171,179,990
663,oglecounty,53497,il,oglecountyil,525,20856,404,619,2.0,0,8850,11011,29,0,8645,11527,29,0,34320.0,43862,119,0,4509,2416.0,11,0,19.2,22.3,5.4,21.4,90.2,3129.0,0.4,0.7,1.3,10.5,0.1,1.5,96.1,86.3,73.2,21021.0,22724.0,146900.0,2.4,60986,31397,4.3,758.57,7.4,85.9,1530894.0,25.9,50.4,3400.0,51788,53497,70.5,52922.0,408112.0,4149,1321,2192,200.0,3822,454,3535
664,peoriacounty,186494,il,peoriacountyil,4979,75793,3249,6208,10.0,0,23666,37315,775,0,29549,52637,605,0,94920.0,151981,2810,0,13382,20906.0,420,0,17.6,23.7,6.9,30.6,90.9,9508.0,0.4,4.1,18.8,5.1,0.1,3.1,73.5,69.4,65.1,73253.0,83631.0,129800.0,2.42,55842,32041,5.4,619.21,8.1,86.8,6197509.0,18.4,51.5,9765.0,181830,186494,301.2,383480.0,2576723.0,12430,4190,6782,2200.0,9485,1269,10300
665,perrycounty,22350,il,perrycountyil,2500,8335,271,458,7.0,0,3481,4185,76,0,5615,6846,126,0,17084.0,20187,362,0,2407,3025.0,73,0,19.2,19.4,4.9,12.5,83.3,951.0,0.4,0.5,9.1,3.2,0.1,2.0,87.9,85.3,75.4,8433.0,9675.0,86500.0,2.21,52428,26035,1.3,441.76,3.7,88.8,740163.0,24.3,44.8,1396.0,20945,22350,50.6,15477.0,189456.0,1388,349,764,32.0,1304,52,1172
666,piattcounty,16729,il,piattcountyil,72,6782,109,155,2.0,0,2939,3566,82,0,2353,2881,54,0,12121.0,14764,366,0,1793,2416.0,52,0,19.8,22.1,5.6,28.6,93.9,1152.0,0.2,0.5,0.7,1.5,0.1,1.2,97.3,95.9,82.5,6692.0,7450.0,138600.0,2.44,70849,33468,1.3,439.2,2.9,89.9,740163.0,23.3,50.4,1063.0,16673,16729,38.1,44746.0,143352.0,1453,423,685,0.0,1404,90,1295
667,pikecounty,16430,il,pikecountyil,627,6639,200,287,68.0,0,2609,3135,776,0,4344,5226,1323,0,10945.0,13261,3264,0,1955,2429.0,615,0,21.3,22.5,6.3,17.8,88.7,1069.0,0.2,0.3,1.5,1.4,0.0,0.9,97.0,95.8,78.6,6309.0,8002.0,85400.0,2.41,47492,26157,0.6,831.38,1.5,87.0,62424.0,26.3,50.0,1055.0,14739,16430,19.8,14029.0,174250.0,1453,393,832,25.0,1392,219,1142
668,popecounty,4470,il,popecountyil,389,1829,59,73,19.0,0,672,707,218,0,1322,1417,479,0,16444.5,3966,1301,0,783,853.0,307,0,28.3,12.0,2.7,13.1,86.0,265.0,0.7,0.4,5.4,1.7,0.1,1.3,92.1,90.5,82.5,1694.0,2502.0,93000.0,2.34,38056,22065,1.2,368.77,1.9,88.7,740163.0,36.5,48.6,476.0,3763,4470,12.1,639.0,11495.0,272,118,90,0.0,262,44,221
669,pulaskicounty,6161,il,pulaskicountyil,21,2642,243,254,102.0,0,1145,1172,430,0,2634,2716,992,0,5227.0,5365,1936,0,988,1014.0,387,0,23.1,21.3,5.9,12.5,88.8,274.0,0.7,0.4,30.6,2.5,0.1,3.3,64.9,63.3,76.4,2095.0,3178.0,61300.0,2.62,34640,21605,0.9,199.19,1.0,93.8,740163.0,26.9,51.6,475.0,5193,6161,30.9,44746.0,34964.0,429,128,188,67.0,348,0,395
670,putnamcounty,6006,il,putnamcountyil,2,2509,58,58,0.0,0,1275,1278,1,0,1370,1372,3,0,5993.0,6004,8,0,1068,2416.0,5,0,23.2,19.9,5.0,16.6,92.7,380.0,0.3,0.6,0.8,6.3,0.0,1.2,97.1,91.3,80.5,2413.0,3175.0,126800.0,2.37,63638,34438,2.6,160.16,5.7,89.6,740163.0,25.2,48.9,412.0,5637,6006,37.5,2492.0,29209.0,366,123,139,0.0,330,41,272
671,randolphcounty,33476,il,randolphcountyil,4298,12314,304,579,0.0,0,3877,5564,16,0,5779,9358,15,0,18603.0,27833,70,0,3210,2416.0,12,0,19.4,19.1,5.2,13.3,84.3,1371.0,0.3,0.5,10.6,3.3,0.1,1.3,87.1,84.5,74.0,11883.0,13971.0,110200.0,2.39,53816,26558,1.4,575.5,4.2,86.6,609319.0,24.4,44.9,2248.0,30163,33476,58.2,29598.0,373355.0,1787,537,967,66.0,1639,239,1407
672,richlandcounty,16233,il,richlandcountyil,364,6726,50,217,5.0,0,1427,2411,99,0,1979,3780,162,0,6709.0,11055,444,0,1197,2109.0,76,0,21.1,22.6,6.2,21.0,89.1,1088.0,0.3,0.9,0.9,1.9,0.0,1.4,96.4,94.8,71.2,6452.0,7519.0,89600.0,2.4,48894,26358,1.6,359.99,3.1,85.6,143527.0,19.6,50.6,1023.0,15813,16233,45.1,44746.0,176422.0,1140,265,617,38.0,1031,93,876
673,rockislandcounty,147546,il,rockislandcountyil,4313,61303,1247,3290,2.0,0,11325,24029,268,0,14251,33049,167,0,49034.0,105334,1190,0,7359,16537.0,207,0,19.8,22.2,6.1,23.5,88.6,6836.0,0.6,2.7,11.1,13.2,0.0,3.0,82.6,71.0,68.0,60546.0,66171.0,119400.0,2.3,54858,29756,8.0,427.64,13.7,85.1,6845358.0,19.8,50.7,9382.0,144672,147546,345.0,344404.0,1859102.0,9366,3061,5062,1612.0,7243,931,7762
674,salinecounty,24913,il,salinecountyil,878,10379,334,681,23.0,0,3191,4743,164,0,5248,8824,261,0,13657.0,20667,716,0,2405,3828.0,109,0,20.5,21.4,6.2,19.2,86.7,1425.0,0.5,0.6,3.8,1.7,0.1,2.1,92.9,91.6,74.5,9972.0,11706.0,73800.0,2.36,44090,25342,1.0,379.82,3.4,87.4,740163.0,23.6,50.8,1625.0,23768,24913,65.6,37246.0,353592.0,1713,513,838,81.0,1489,125,1409
675,sangamoncounty,197465,il,sangamoncountyil,3966,82986,1407,4443,65.0,0,20214,37484,1186,0,17089,41952,816,0,84579.0,155998,4453,0,11556,21140.0,579,0,18.4,22.1,5.8,34.5,92.5,12140.0,0.3,2.2,13.0,2.4,0.0,2.5,82.0,80.0,68.9,83711.0,92278.0,141200.0,2.3,61912,35509,3.2,868.3,4.9,84.7,740163.0,19.6,52.0,12642.0,196343,197465,227.4,439213.0,3128622.0,14862,5904,6901,2169.0,11804,1253,12473
676,schuylercounty,7544,il,schuylercountyil,463,3040,49,103,3.0,0,923,1320,221,0,1369,2282,319,0,4119.0,6275,969,0,716,1095.0,181,0,23.4,18.2,4.2,20.4,89.4,458.0,0.2,0.4,3.6,2.3,0.1,0.7,95.0,92.9,75.7,2775.0,3446.0,86600.0,2.19,52357,24831,3.1,437.27,3.5,86.7,740163.0,25.4,47.6,494.0,6902,7544,17.3,44746.0,38967.0,543,119,379,25.0,496,48,436
677,scottcounty,5355,il,scottcountyil,43,2214,103,103,79.0,0,1272,1272,861,0,1537,1537,1061,0,5355.0,5355,3562,0,966,966.0,658,0,19.6,21.1,5.0,15.8,93.5,335.0,0.2,0.2,0.6,1.4,0.5,1.0,97.4,96.2,79.9,1939.0,2451.0,89200.0,2.55,57118,27052,0.9,250.91,1.4,92.4,740163.0,27.9,50.8,364.0,4949,5355,21.3,2678.0,39059.0,434,178,237,0.0,423,64,360
678,shelbycounty,22363,il,shelbycountyil,205,9216,247,316,7.0,0,3958,4554,1153,0,5052,6221,1314,0,16444.5,19949,4734,0,3014,2416.0,869,0,23.2,21.1,5.5,16.8,92.3,1278.0,0.3,0.3,0.4,1.2,0.0,1.0,98.0,97.0,81.0,9189.0,10639.0,96500.0,2.34,52953,27029,0.5,758.52,0.8,90.6,740163.0,24.7,50.2,1502.0,20990,22363,29.5,14212.0,155023.0,1653,526,885,0.0,1614,125,1366
679,st.claircounty,270056,il,st.claircountyil,4451,105045,4537,7468,0.0,0,37490,56232,0,0,44865,70551,0,0,142553.0,218015,0,0,16785,26571.0,0,0,16.4,23.3,6.3,28.0,91.1,14016.0,0.4,1.6,30.6,4.3,0.1,2.6,64.8,61.2,65.2,104105.0,121079.0,128000.0,2.48,55179,30807,3.1,657.76,5.7,87.2,2779890.0,25.0,51.8,24608.0,257400,270056,410.6,589311.0,3234241.0,18397,7393,9104,5427.0,12167,2289,15023
680,starkcounty,5994,il,starkcountyil,92,2425,83,83,40.0,0,1411,1411,932,0,1928,1928,1180,0,5994.0,5994,3752,0,1194,1194.0,688,0,22.8,21.5,5.4,17.0,91.3,357.0,0.2,0.7,0.9,2.0,0.1,1.6,96.6,94.9,78.5,2315.0,2655.0,87700.0,2.31,54907,30018,1.2,288.08,2.1,92.0,740163.0,26.1,50.4,388.0,5400,5994,20.8,310.0,68105.0,474,130,283,0.0,451,66,369
681,stephensoncounty,47711,il,stephensoncountyil,835,19845,417,1061,2.0,0,4508,7319,69,0,5328,9963,64,0,21495.0,34328,230,0,4405,2416.0,27,0,23.4,21.3,5.6,19.6,92.5,2719.0,0.3,0.7,10.4,4.3,0.0,3.1,85.4,81.8,69.9,19739.0,21879.0,97800.0,2.24,48805,27911,2.5,564.52,3.8,86.8,1145224.0,22.1,51.4,3191.0,44630,47711,84.5,47609.0,521557.0,3177,1229,1580,440.0,2593,255,2738
682,tazewellcounty,135394,il,tazewellcountyil,2843,54146,1661,2516,20.0,0,20547,27055,701,0,20129,28211,709,0,87808.0,115388,3042,0,13729,18091.0,489,0,19.3,22.5,5.6,26.3,92.7,6599.0,0.3,0.9,1.4,2.5,0.0,1.5,95.9,93.7,76.4,54291.0,58958.0,142000.0,2.41,63454,33507,1.8,648.97,2.8,88.2,5850340.0,21.3,50.8,8727.0,131343,135394,208.6,358486.0,1942339.0,8230,2610,4308,380.0,7533,885,6845
683,unioncounty,17808,il,unioncountyil,566,7167,206,286,13.0,0,2468,3060,109,0,3911,5201,128,0,11428.0,14259,471,0,1919,2416.0,63,0,21.9,21.1,5.4,21.7,88.4,1009.0,0.7,0.5,1.3,5.3,0.0,1.7,95.7,91.0,77.3,6654.0,8010.0,109900.0,2.48,50625,25879,2.8,413.46,4.6,93.4,740163.0,24.6,49.9,1207.0,17244,17808,43.1,44746.0,167103.0,1322,440,785,118.0,1153,198,1036
684,vermilioncounty,81625,il,vermilioncountyil,2903,32655,1093,2451,38.0,0,10257,15960,743,0,14159,24406,988,0,44870.0,65898,2993,0,7329,10582.0,476,0,19.8,23.3,6.3,14.7,88.5,3880.0,0.4,0.9,14.0,5.3,0.0,2.5,82.2,77.8,69.6,31151.0,36100.0,79900.0,2.4,46515,25307,2.3,898.37,4.7,88.6,2353160.0,19.6,50.2,5178.0,74188,81625,90.9,86000.0,850294.0,5491,2491,2268,904.0,4338,605,4512
685,wabashcounty,11947,il,wabashcountyil,88,5012,49,154,0.0,0,1242,1855,94,0,1427,2523,78,0,5451.0,8405,387,0,892,1418.0,66,0,21.4,22.1,6.1,18.2,90.6,750.0,0.3,1.2,1.0,3.2,0.0,1.6,95.8,93.0,78.0,4839.0,5572.0,82800.0,2.37,50770,27781,1.9,223.25,3.8,89.1,43307.0,20.3,49.6,934.0,11361,11947,53.5,11801.0,81119.0,1073,353,550,0.0,1040,100,894
686,warrencounty,17707,il,warrencountyil,1116,6918,89,179,8.0,0,1735,2644,54,0,2007,3222,56,0,7939.0,12568,212,0,1454,2123.0,42,0,20.2,21.5,6.1,22.8,86.7,864.0,0.5,2.4,2.9,9.9,0.2,1.9,92.1,83.2,74.3,6862.0,7677.0,83900.0,2.33,50310,25730,5.9,542.41,10.0,83.7,632670.0,19.4,50.6,966.0,16835,17707,32.6,20631.0,143243.0,969,347,409,32.0,893,31,788
687,washingtoncounty,14716,il,washingtoncountyil,246,5926,94,113,43.0,0,2153,2438,325,0,2231,2544,503,0,9851.0,11132,1634,0,1571,2416.0,287,0,20.7,21.1,5.6,20.9,92.2,902.0,0.2,0.5,1.0,1.4,0.0,1.0,97.2,96.0,77.5,6020.0,6682.0,113500.0,2.29,61763,32838,0.9,562.57,1.9,89.4,445603.0,24.6,50.0,997.0,13761,14716,26.2,44746.0,200849.0,1360,434,781,27.0,1264,181,1056
688,waynecounty,16760,il,waynecountyil,76,7102,224,360,75.0,0,2543,3186,821,0,3631,4756,1102,0,16444.5,13823,3320,0,1896,2531.0,590,0,22.2,22.5,6.1,15.4,87.9,1306.0,0.3,0.6,0.6,1.6,0.0,1.0,97.4,96.0,76.6,7051.0,8009.0,86400.0,2.32,50251,26313,0.8,713.81,3.4,89.6,740163.0,24.7,50.6,1030.0,16179,16760,23.5,44746.0,157578.0,1445,361,930,51.0,1314,135,1208
689,whitecounty,14665,il,whitecountyil,391,6313,195,365,6.0,0,1762,2352,165,0,2921,4011,239,0,8239.0,11371,814,0,1555,2478.0,153,0,21.4,22.2,5.8,15.5,89.9,1081.0,0.4,0.6,0.7,1.6,0.1,1.1,97.1,95.9,80.6,6041.0,7164.0,71500.0,2.23,49290,26746,1.8,494.77,1.8,88.7,740163.0,24.4,51.0,999.0,13877,14665,29.6,44746.0,142853.0,1512,391,851,26.0,1435,109,1259
690,whitesidecounty,58498,il,whitesidecountyil,1012,23740,454,996,2.0,0,6825,10977,36,0,7535,13541,50,0,30217.0,47110,156,0,5303,8236.0,24,0,21.3,21.9,5.8,18.2,90.6,2757.0,0.5,0.6,1.8,12.3,0.0,1.8,95.3,84.0,74.9,23084.0,25809.0,106700.0,2.38,54232,29856,3.2,684.25,7.7,87.5,1453219.0,19.0,50.5,3963.0,55691,58498,85.5,66539.0,577968.0,3622,1191,1899,175.0,3208,202,3106
691,willcounty,677560,il,willcountyil,8547,225256,3330,6217,0.0,0,99266,160796,0,0,55913,99641,0,0,335051.0,546951,0,0,29884,49537.0,0,0,13.5,24.4,5.8,34.3,91.0,50716.0,0.5,6.0,12.2,18.2,0.1,2.0,79.2,62.5,81.3,229498.0,246655.0,232000.0,2.96,86961,36524,12.3,836.91,20.5,90.3,20627242.0,33.0,50.4,29993.0,696355,677560,809.6,1313535.0,7862106.0,53577,18811,29269,14156.0,37883,3804,47833
692,williamsoncounty,66357,il,williamsoncountyil,1870,27421,1124,1675,11.0,0,10011,13011,366,0,14760,19482,576,0,44612.0,58503,1489,0,6890,2416.0,219,0,19.5,21.7,5.9,24.3,92.3,4188.0,0.5,1.3,4.6,2.7,0.0,1.9,91.6,89.3,70.1,27029.0,31570.0,114900.0,2.41,50734,28375,1.8,420.15,3.6,87.9,793015.0,22.4,50.2,5298.0,67153,66357,157.9,123702.0,1116282.0,5350,1499,2985,303.0,4761,463,4499
693,winnebagocounty,295266,il,winnebagocountyil,4685,115501,2064,6024,0.0,0,25948,53879,0,0,27171,70226,0,0,106876.0,220532,0,0,14102,2416.0,0,0,18.0,23.3,6.3,22.9,87.7,17456.0,0.6,2.8,14.0,13.5,0.1,3.0,79.6,67.7,65.9,114779.0,125708.0,120400.0,2.44,54489,29278,8.4,513.36,14.7,86.6,8145553.0,22.6,51.2,16663.0,285350,295266,575.2,490045.0,3752072.0,23044,8694,11942,5003.0,17098,2482,19109
694,woodfordcounty,38664,il,woodfordcountyil,1021,14276,287,477,0.0,0,6567,8245,1,0,4641,6473,1,0,24717.0,31877,7,0,3173,4618.0,2,0,18.6,23.9,5.8,33.2,94.8,2567.0,0.3,0.8,0.7,1.9,0.0,1.2,97.0,95.3,81.8,14499.0,15653.0,168700.0,2.6,72808,37170,1.3,527.8,2.0,90.2,1363577.0,22.4,50.0,2438.0,38467,38664,73.3,28526.0,337838.0,3279,955,1703,71.0,3109,214,2816
695,adamscounty,34387,in,adamscountyin,421,12011,1093,1232,0.0,0,8518,10188,0,0,8656,11564,0,0,25684.0,32222,1,0,3248,4343.0,0,0,15.9,31.4,9.3,15.5,84.7,3294.0,0.3,0.4,0.6,4.5,0.0,0.9,97.8,93.6,77.1,9917.5,13403.0,129300.0,2.79,52504,23316,0.9,339.03,14.8,87.7,2200553.0,21.9,50.0,1430.0,35809,34387,101.4,27655.0,377228.0,3500,859,2081,100.0,3230,201,3134
696,allencounty,355329,in,allencountyin,6107,137851,3744,6646,35.0,0,49257,79144,505,0,51797,92957,505,0,180749.0,292857,2161,0,21261,34447.0,388,0,14.9,25.6,7.0,28.5,89.4,24346.0,0.5,4.6,12.0,7.7,0.1,3.2,79.6,73.1,68.4,145065.0,160687.0,129300.0,2.53,54857,29160,6.7,657.31,11.1,84.9,16200141.0,21.6,51.1,20041.0,385410,355329,540.6,643110.0,5197668.0,28567,9538,15557,4632.0,22737,2880,24199
697,bartholomewcounty,76794,in,bartholomewcountyin,1147,29860,616,1076,12.0,0,12668,17293,292,0,13744,19736,289,0,48674.0,67504,1120,0,6449,9181.0,158,0,16.5,23.7,6.5,33.5,90.6,4312.0,0.5,8.5,2.4,7.2,0.1,1.7,86.9,80.5,71.4,31452.0,34687.0,153500.0,2.59,63431,31774,10.3,406.91,12.0,83.3,5636413.0,19.7,49.7,3808.0,82208,76794,188.7,198592.0,1113091.0,4900,1507,2549,318.0,4185,491,3951
698,bentoncounty,8854,in,bentoncountyin,92,3479,56,67,1.0,0,1604,1948,33,0,2305,2888,98,0,6168.0,7513,153,0,904,1164.0,26,0,18.0,25.0,6.2,16.1,89.9,604.0,0.3,0.2,1.1,5.4,0.1,1.3,96.9,92.1,74.0,3432.0,3939.0,92500.0,2.49,49488,25187,1.4,406.42,3.6,86.0,740163.0,27.6,50.1,426.0,8719,8854,21.8,1764.0,53253.0,896,211,435,38.0,834,40,825
699,blackfordcounty,12766,in,blackfordcountyin,163,5236,136,244,0.0,0,1435,2094,0,0,2203,3515,0,0,6615.0,9396,0,0,1186,1621.0,0,0,21.9,21.5,5.4,13.5,89.4,569.0,0.3,0.6,0.8,1.8,0.0,1.6,96.8,95.2,74.7,5235.0,6007.0,70600.0,2.26,43505,24302,1.8,165.08,2.8,89.8,255638.0,23.0,51.0,943.0,12112,12766,77.3,7702.0,96672.0,823,145,477,0.0,758,42,712
700,boonecounty,56640,in,boonecountyin,574,21149,212,514,3.0,0,9508,13498,164,0,4731,7368,186,0,32293.0,46359,743,0,3355,5140.0,99,0,13.8,26.0,6.4,49.3,93.7,5607.0,0.3,3.4,2.1,3.2,0.0,1.6,92.6,89.7,77.1,25485.0,27992.0,233700.0,2.55,83077,48295,4.5,422.91,5.6,85.0,740163.0,25.8,50.3,3233.0,70812,56640,133.9,71388.0,1137916.0,5985,2024,3015,160.0,5594,532,5032
701,browncounty,15242,in,browncountyin,163,6199,118,136,9.0,0,3007,3146,104,0,3850,4090,162,0,14182.0,14982,450,0,2251,2493.0,62,0,25.4,17.3,4.0,28.9,92.1,1481.0,0.6,0.5,0.7,1.8,0.0,1.4,96.8,95.3,84.4,6189.0,8817.0,191700.0,2.41,61030,34372,2.1,311.98,1.8,89.3,740163.0,33.8,50.6,1435.0,15475,15242,48.9,44746.0,58354.0,2020,665,1021,46.0,1937,246,1640
702,carrollcounty,20155,in,carrollcountyin,106,7900,216,251,0.0,0,3536,4089,1,0,3834,4558,8,0,14476.0,16785,27,0,2167,2587.0,10,0,20.0,22.1,5.7,16.7,88.4,1319.0,0.4,0.2,1.0,4.3,0.0,1.1,97.3,93.7,80.7,8002.0,9705.0,131700.0,2.49,54806,29366,2.6,372.22,3.6,90.0,740163.0,28.6,49.7,1537.0,20306,20155,54.1,19367.0,99802.0,1254,262,779,32.0,1160,52,1138
703,casscounty,38966,in,casscountyin,1066,14858,318,639,17.0,0,4987,8009,293,0,6303,11345,281,0,20554.0,31118,1088,0,3358,4574.0,167,0,18.3,22.9,6.1,13.3,85.4,1785.0,1.2,2.1,2.4,16.5,0.2,1.6,92.5,78.4,74.0,14688.0,16340.0,89300.0,2.49,49415,24948,9.1,412.16,15.4,87.2,1768078.0,20.2,50.0,2529.0,37870,38966,94.5,40824.0,341597.0,2294,743,1157,91.0,2076,266,1812
704,clarkcounty,110232,in,clarkcountyin,1515,44248,599,1593,53.0,0,11752,20867,505,0,10155,22993,686,0,48758.0,86011,2008,0,5953,10883.0,262,0,16.2,22.3,6.3,21.2,89.4,7223.0,0.4,1.2,8.4,5.7,0.1,2.6,87.4,82.4,71.1,44200.0,51683.0,142800.0,2.6,55630,29062,3.6,372.86,5.5,89.3,2376646.0,23.7,51.3,7921.0,121093,110232,295.6,44746.0,1814333.0,8065,2705,4239,664.0,7005,874,6741
705,claycounty,26890,in,claycountyin,341,10447,183,305,6.0,0,3925,5176,41,0,4138,6204,48,0,16758.0,21836,198,0,2448,3251.0,29,0,18.2,22.9,6.2,17.0,91.4,1406.0,0.3,0.4,0.7,1.5,0.1,1.3,97.2,95.9,77.6,10543.0,11767.0,101400.0,2.44,55637,26257,0.9,357.54,1.8,89.4,520358.0,29.0,50.4,1768.0,26466,26890,75.2,21388.0,312690.0,1737,506,965,27.0,1651,172,1484
706,clintoncounty,33224,in,clintoncountyin,830,12105,178,435,4.0,0,4268,6463,321,0,4431,7724,272,0,17006.0,25265,1303,0,2548,2416.0,202,0,16.8,26.1,6.9,16.3,85.7,1732.0,0.5,0.5,0.8,16.5,0.0,1.1,97.1,81.4,70.6,12033.0,13423.0,111500.0,2.63,54286,24489,6.9,405.07,12.7,89.0,3192661.0,22.4,50.2,1721.0,33190,33224,82.0,27528.0,239143.0,2233,644,1311,96.0,2048,273,1828
707,crawfordcounty,10713,in,crawfordcountyin,62,4303,184,191,22.0,0,2391,2469,356,0,4122,4263,588,0,10309.0,10602,1672,0,1556,1587.0,308,0,20.1,21.7,5.6,10.3,80.4,635.0,0.5,0.2,0.7,1.6,0.1,1.4,97.1,96.0,82.6,3835.0,5569.0,91900.0,2.73,41662,22443,0.2,305.64,1.2,93.1,740163.0,34.7,49.1,831.0,10526,10713,35.1,44746.0,89894.0,697,165,393,0.0,676,49,601
708,daviesscounty,31648,in,daviesscountyin,581,11329,1246,1652,0.0,0,5910,8179,0,0,6896,10836,0,0,18816.0,27764,0,0,2240,2416.0,0,0,15.4,29.5,8.2,13.2,73.8,2259.0,0.4,0.5,2.3,5.2,0.1,1.1,95.6,91.0,73.5,11227.0,12565.0,130000.0,2.9,53629,23848,3.2,429.49,20.2,89.3,848070.0,26.0,49.5,1860.0,33381,31648,73.7,35330.0,485889.0,2425,605,1427,54.0,2268,85,2238
709,dekalbcounty,42223,in,dekalbcountyin,615,15951,626,813,0.0,0,7896,10288,0,0,8679,11933,0,0,30505.0,39239,0,0,4076,5034.0,0,0,16.6,24.0,6.4,18.0,90.2,2625.0,0.3,0.5,0.6,2.8,0.1,1.2,97.4,94.9,76.1,16801.0,18273.0,124300.0,2.53,56421,29073,1.4,362.82,3.1,87.4,4742120.0,19.4,50.4,2247.0,43265,42223,116.4,53093.0,383326.0,3026,879,1598,68.0,2823,277,2486
710,dearborncounty,50047,in,dearborncountyin,530,18743,445,719,0.0,0,9907,11511,0,0,8830,11054,0,0,39656.0,46012,0,0,5176,5948.0,0,0,18.3,21.9,5.2,22.9,89.6,3051.0,0.2,0.5,0.7,1.4,0.1,1.3,97.3,96.1,79.6,18870.0,20679.0,170400.0,2.59,68658,30800,1.2,305.03,2.0,87.3,385051.0,29.4,50.3,3331.0,50679,50047,164.1,44746.0,576466.0,3996,1375,2248,74.0,3804,478,3377
711,decaturcounty,25740,in,decaturcountyin,377,9977,221,325,33.0,0,4110,5492,745,0,4427,6043,954,0,16146.0,21272,2784,0,2347,2934.0,410,0,17.4,23.8,6.4,20.6,90.9,1574.0,0.3,1.5,0.6,2.1,0.0,1.0,96.5,94.7,69.8,9917.5,11477.0,134400.0,2.53,57949,27006,2.0,372.57,3.6,88.8,4663355.0,21.8,50.3,1269.0,26472,25740,69.1,38125.0,357236.0,2820,684,1585,61.0,2621,316,2382
